job_name,job_area,job_salary,com_name,com_type,com_size,finance_stage,work_year,education,job_benefits
Java,石家庄·石家庄·新石,15-16K,乐瑞,电子商务,100-499人,,1-3年,本科,
JAVA开发初级工程师,石家庄·石家庄·新石北路,7-12K,仓禀科技,互联网,20-99人,B轮,1-3年,本科,五险一金、 定期体检
JAVA开发（社招）,石家庄·石家庄·,15-25K,某大型互联网公司,互联网,100-499人,未融资,3-5年,本科,通讯补贴、 餐补、 带薪年假、 五险一金、 交通补助
JAVA开发工程师,石家庄·石家庄·青园,5-10K,铁大科贤信息技术,计算机软件,20-99人,未融资,1-3年,本科,工龄工资、 交通补助、 节日福利、 加班补助、 全勤奖、 绩效奖金、 社会保险
java开发工程师,石家庄·石家庄·建华,3-8K,灿辰科技,政府/公共事业,20-99人,,经验不限,本科,
Java,石家庄·石家庄·,15-16K,元氏县橘子通讯门市,通信/网络设备,0-20人,,1-3年,本科,
Java,石家庄·石家庄·经济开发区,5-9K,北京神玥伟奥互联...,互联网,1000-9999人,未融资,1-3年,本科,包吃、 带薪年假、 节日福利、 员工宿舍、 五险一金、 免费班车
Java开发工程师,石家庄·石家庄·,7-8K,品云科技,计算机软件,0-20人,未融资,3-5年,本科,带薪年假、 工龄奖、 团建聚餐、 定期体检、 五险一金、 保底工资、 年终奖、 员工旅游、 股票期权、 节日福利、 法定节假日三薪、 绩效奖金、 加班补助、 生日福利
Java开发工程师,石家庄·石家庄·天山海世界,8-13K,华发教育,智能硬件,100-499人,已上市,3-5年,本科,五险一金、 全勤奖、 通讯补贴、 节日福利、 零食下午茶、 餐补、 加班补助
java开发,石家庄·石家庄·青园,7-10K,河北莘联科技,培训机构,500-999人,不需要融资,3-5年,大专,五险一金、 加班补助、 员工旅游、 交通补助、 节日福利、 零食下午茶
Java,石家庄·石家庄·省博物馆,6-8K,鹏远通信,计算机软件,0-20人,,1-3年,本科,
Java,石家庄·石家庄·万象天成,3-5K,华云科技,信息安全,20-99人,不需要融资,1-3年,本科,通讯补贴、 年终奖、 五险一金、 生日福利、 节日福利、 定期体检、 员工旅游、 餐补
Java开发工程师,石家庄·石家庄·河北省园博园,7-12K,天乾地坤,生活服务,20-99人,,3-5年,本科,五险、 全勤奖、 餐补、 通讯补贴、 交通补助
Java开发工程师,石家庄·石家庄·新石北路,5-10K,航信企服,企业服务,100-499人,已上市,3-5年,本科,定期体检、 通讯补贴、 五险一金、 交通补助、 带薪年假、 节日福利、 补充医疗保险、 年终奖、 餐补
Java中级开发工程师,石家庄·石家庄·维明,7-12K,河北财翔,政府/公共事业,20-99人,未融资,1-3年,本科,节日福利、 周末双休、 年终奖、 带薪年假、 五险一金、 定期体检、 意外险
java工程师,石家庄·石家庄·运河桥客运站,8-13K·13薪,天际友盟,信息安全,100-499人,B轮,3-5年,本科,股票期权、 补充医疗保险、 定期体检、 年终奖、 春节长假、 带薪年假、 员工旅游、 零食下午茶、 五险一金、 节日福利
Java,石家庄·石家庄·,5-6K,专注网络,通信/网络设备,0-20人,,1-3年,本科,
Java开发工程师,石家庄·石家庄·省人民医院,6-10K,腾华,通信/网络设备,20-99人,未融资,1-3年,本科,员工旅游、 定期体检、 餐补、 通讯补贴、 节日福利、 五险一金、 年终奖
JAVA开发工程师,石家庄·石家庄·新石北路,6-10K,上元智能,计算机软件,20-99人,未融资,1-3年,本科,加班补助、 通讯补贴、 零食下午茶、 员工旅游、 学习基金、 交通补助、 团建基金、 定期体检、 带薪年假、 节日福利、 五险一金、 年终奖
JAVA开发工程师（初、中、高级）,石家庄·石家庄·乐汇城,5-10K,科创明达,企业服务,100-499人,未融资,1-3年,大专,定期体检、 加班补助、 年终奖、 员工旅游、 节日福利
Java,石家庄·石家庄·新石,3-6K,石家庄点点云科技...,互联网,20-99人,不需要融资,1-3年,大专,交通补助、 定期体检、 加班补助、 零食下午茶、 餐补、 带薪年假、 通讯补贴、 培训、 员工旅游、 年终奖、 节日福利、 全勤奖、 五险一金
Java开发工程师,石家庄·石家庄·山前大道,8-13K,景安云信,信息安全,20-99人,未融资,3-5年,本科,定期体检、 交通补助、 节日福利、 带薪年假、 年终奖、 五险一金
Java,石家庄·石家庄·联盟,6-11K,麟云科技,数据服务,0-20人,未融资,5-10年,大专,餐补、 五险一金
Java,石家庄·石家庄·众美凤凰城,5-10K,凹凸网络,计算机软件,20-99人,不需要融资,3-5年,大专,
java运维工程师,石家庄·石家庄·河北科技大学,6-10K,慧能分享,新能源,20-99人,不需要融资,1-3年,大专,员工旅游、 股票期权、 晋升渠道、 带薪年假、 零食下午茶、 定期体检、 气氛好、 五险一金
Java工程师,石家庄·石家庄·天苑,6-8K,思筹智陆科技股份...,计算机软件,20-99人,未融资,1-3年,大专,五险、 全勤奖、 工龄奖、 团建聚餐、 节假日加班费、 带薪年假
中级java工程师,石家庄·石家庄·省人民医院,7-12K,健康在线,在线教育,100-499人,不需要融资,3-5年,本科,五险一金、 餐补、 年终奖、 生日福利
Java开发工程师（初级工程师）,石家庄·石家庄·红旗,4-6K,蝼蚁,互联网,20-99人,,1-3年,大专,餐补、 五险一金、 加班补助、 节日福利、 零食下午茶
Java,石家庄·石家庄·维明,4-8K,亿网科技,计算机硬件,20-99人,,1-3年,大专,餐补
JAVA开发,石家庄·石家庄·经济开发区,5-10K,安泰伟奥,计算机软件,100-499人,不需要融资,1-3年,本科,五险一金、 包吃、 加班补助、 餐补、 节日福利、 带薪年假、 免费班车、 零食下午茶
Java,石家庄·石家庄·藁城区中心城区,8-13K,咕咕鸡,互联网,0-20人,未融资,1-3年,本科,
java开发,石家庄·石家庄·乐汇城,6-10K,河北信华锦,互联网,20-99人,不需要融资,3-5年,本科,加班补助、 通讯补贴、 全勤奖、 年终奖、 员工旅游、 五险一金、 节日福利
java开发,石家庄·石家庄·联盟,5-10K·13薪,河北美夏,计算机软件,500-999人,,1-3年,本科,年终奖、 零食下午茶、 员工旅游、 带薪年假、 通讯补贴、 节日福利、 交通补助、 餐补
Java,石家庄·石家庄·益友百货,8-13K,中华通信,通信/网络设备,1000-9999人,不需要融资,1-3年,本科,五险一金、 带薪年假、 定期体检、 生日福利、 年终奖、 免费班车、 交通补助、 意外险、 住房补贴、 通讯补贴、 补充医疗保险、 加班补助、 节日福利、 绩效奖金、 高温补贴
JAVA工程师,石家庄·石家庄·怀特,4-8K,冀云气象技术,计算机软件,20-99人,未融资,3-5年,本科,带薪年假、 五险一金、 年终奖、 员工旅游、 全勤奖、 节日福利、 加班补助、 定期体检
Java,石家庄·石家庄·长安公园,3-6K,星辰创科,计算机软件,0-20人,未融资,1-3年,大专,员工旅游、 节日福利、 全勤奖、 带薪年假、 五险一金、 加班补助、 零食下午茶
Java开发工程师,石家庄·石家庄·海悦天地,3-7K,布谷鸟网络科技,互联网,20-99人,不需要融资,经验不限,大专,五险一金、 加班补助、 年终奖
Java,石家庄·石家庄·怀特,12-14K,月野兔运动,互联网,20-99人,天使轮,3-5年,本科,五险一金、 定期体检、 节日福利、 员工旅游、 带薪年假、 股票期权、 年终奖、 住房补贴、 零食下午茶
Java,石家庄·石家庄·空中花园,4-8K,空格,计算机软件,0-20人,,经验不限,大专,
Java,石家庄·石家庄·石家庄北站,5-10K·13薪,迈牛信息科技,计算机软件,0-20人,,经验不限,高中,
Java,石家庄·石家庄·开发区,7-12K,河北金博,通信/网络设备,100-499人,不需要融资,3-5年,本科,生日福利、 零食下午茶、 节日福利、 五险一金、 工龄奖、 带薪年假
Java开发技术工程师,石家庄·石家庄·师范大学,7-12K·13薪,石家庄米孚信息技...,医疗健康,0-20人,未融资,3-5年,大专,年终奖、 全勤奖、 员工旅游、 带薪年假、 交通补助、 定期体检、 餐补、 五险一金、 通讯补贴
Java开发工程师,石家庄·石家庄·谈固,11-18K,中科国力,企业服务,100-499人,A轮,1-3年,本科,五险一金、 年终奖、 带薪年假、 餐补
java全栈开发工程师,石家庄·石家庄·红旗,4-8K,长江科技,计算机软件,20-99人,不需要融资,3-5年,本科,五险一金、 加班补助、 年终奖、 节日福利
JAVA开发工程师,石家庄·石家庄·益友百货,3-6K,龙鼎科技,计算机软件,20-99人,未融资,1年以内,大专,带薪年假、 加班补助、 全勤奖、 五险一金、 年终奖、 员工旅游、 节日福利
Java,石家庄·石家庄·建华,9-14K,华安科技,计算机软件,100-499人,未融资,3-5年,本科,加班补助、 员工旅游、 带薪年假、 交通补助、 五险一金
Java高级工程师,石家庄·石家庄·嶂石岩,4-8K,誉谷科技,计算机软件,0-20人,,1-3年,本科,
Java开发工程师(中级),石家庄·石家庄·勒泰中心,8-13K,奥琦玮,计算机软件,500-999人,D轮及以上,3-5年,本科,交通补助、 员工旅游、 带薪年假、 节日福利、 零食下午茶、 通讯补贴、 五险一金
中级java开发工程师（石家庄）,石家庄·石家庄·怀特,10-15K·13薪,扬新科技,计算机软件,100-499人,天使轮,3-5年,本科,员工旅游、 生日福利、 节假日加班费、 交通补助、 有无线网、 绩效奖金、 底薪加提成、 意外险、 五险一金、 团建聚餐、 年终奖、 加班补助、 住房补贴、 工龄奖、 节日福利、 带薪年假、 定期体检、 法定节假日三薪
Java研发工程师,石家庄·石家庄·,4-7K,石家庄嘉昂网络科...,计算机软件,0-20人,,1-3年,大专,
Java开发工程师,石家庄·石家庄·体育北大街,4-9K,科艺智慧能源,新能源,100-499人,未融资,经验不限,大专,通讯补贴、 带薪年假、 全勤奖、 交通补助、 节日福利
Java,石家庄·石家庄·大学城,5-7K,金贝叶,互联网,20-99人,,1-3年,本科,
Java,石家庄·石家庄·东风,7-12K,开科唯识,计算机软件,1000-9999人,不需要融资,3-5年,本科,五险一金、 定期体检、 出差补助、 年终奖、 节日福利、 探亲假、 带薪年假
高级java开发工程师,石家庄·石家庄·万象天成,8-12K,河北永业,医疗设备/器械,20-99人,,3-5年,本科,
Java,石家庄·石家庄·谈固,5-10K,小蜜蜂科技,游戏,20-99人,,1-3年,本科,
Java,石家庄·石家庄·体育北大街,8-12K,石家庄圣锦网络科...,计算机软件,0-20人,,1-3年,本科,
JAVA开发工程师,石家庄·石家庄·友谊公园,5-7K,云鱼科技,计算机软件,100-499人,不需要融资,1-3年,大专,五险一金、 带薪年假、 节日福利、 员工旅游、 年终奖
Java,石家庄·石家庄·西里,6-8K·13薪,八九数码,其他行业,100-499人,,3-5年,大专,
Java,石家庄·石家庄·开发区,4-7K,域通视达信息,计算机软件,20-99人,不需要融资,经验不限,大专,五险一金
JAVA,石家庄·石家庄·谈固,3-6K,河北强征科技有限公司,计算机软件,20-99人,,经验不限,大专,全勤奖
Java开发工程师,石家庄·石家庄·新石北路,8-13K·13薪,河北航天信息,计算机软件,1000-9999人,未融资,1-3年,本科,通讯补贴、 定期体检、 带薪年假、 包吃、 餐补、 交通补助、 补充医疗保险、 年终奖、 五险一金、 节日福利
java开发（上市公司/入职五险一金）,石家庄·石家庄·长安公园,7-10K,泛微网络,计算机软件,1000-9999人,已上市,3-5年,本科,免费班车、 五险一金、 年终奖、 通讯补贴、 零食下午茶、 包吃、 定期体检、 带薪年假、 员工旅游、 交通补助、 节日福利、 股票期权、 餐补
软件-java后端/前端/测试,石家庄·石家庄·长江大道,18-35K·15薪,华为技术有限公司,计算机软件,10000人以上,不需要融资,经验不限,本科,免费班车、 加班补助、 餐补、 交通补助、 节日福利、 股票期权、 补充医疗保险、 零食下午茶、 五险一金、 离职补偿、 带薪年假、 通讯补贴、 年终奖、 住房补贴、 员工旅游、 全勤奖、 定期体检
Java软件开发,石家庄·石家庄·建华,15-30K·15薪,华为,计算机软件,10000人以上,不需要融资,1-3年,本科,员工旅游、 零食下午茶、 年终奖、 五险一金、 定期体检、 餐补、 加班补助、 节日福利、 股票期权、 补充医疗保险
Java开发工程师（双休）,石家庄·石家庄·长安公园,6-8K,骁致科技,计算机软件,20-99人,不需要融资,1-3年,本科,节日福利、 零食下午茶、 带薪年假
java开发工程师,石家庄·石家庄·东胜广场,6-8K·13薪,中科软,计算机软件,10000人以上,已上市,1-3年,本科,团队氛围好、 餐补、 五险一金、 员工旅游、 加班补助、 定期体检、 年终奖、 节日福利、 零食下午茶、 带薪年假
Java培训讲师,石家庄·石家庄·红旗,6-8K,赢拓电商,移动互联网,20-99人,未融资,经验不限,本科,通讯补贴、 法定节假日三薪、 生日礼物、 底薪加提成、 生日福利、 年终奖、 全勤奖、 绩效奖金、 五险一金、 工龄奖、 新婚礼物、 节日福利、 定期体检
Java开发工程师（双休/五险一金）,石家庄·石家庄·长安公园,6-9K,泛微软件北京分公司,企业服务,1000-9999人,已上市,1-3年,本科,定期体检、 五险一金、 节日福利、 员工旅游、 带薪年假
java开发工程师,石家庄·石家庄·谈固,15-30K·14薪,华为,计算机软件,10000人以上,不需要融资,经验不限,本科,加班补助、 年终奖、 餐补、 股票期权、 定期体检、 员工旅游、 零食下午茶、 节日福利、 补充医疗保险、 五险一金
河北JAVA,石家庄·石家庄·勒泰中心,6-10K,安硕信息技术,计算机软件,1000-9999人,已上市,在校/应届,本科,五险一金、 定期体检、 股票期权、 通讯补贴、 节日福利、 交通补助、 住房补贴、 带薪年假、 餐补、 年终奖
Java开发,石家庄·石家庄·北国商城,6-10K,连接科技,企业服务,0-20人,未融资,在校/应届,本科,电脑补助、 带薪年假、 员工旅游、 节日福利、 通讯补贴、 全勤奖、 交通补助
JAVA开发工程师,石家庄·石家庄·大学城,7-12K,神玥软件,计算机软件,1000-9999人,已上市,经验不限,本科,免费班车、 餐补、 住房补贴、 五险一金、 包吃、 节日福利、 带薪年假
Java开发工程师（出差）,石家庄·石家庄·东风,7-12K,领雁科技,计算机软件,1000-9999人,不需要融资,1-3年,本科,年终奖、 定期体检、 员工旅游、 股票期权、 补充医疗保险、 带薪年假、 节日福利、 五险一金、 加班补助、 餐补
java开发工程师,石家庄·石家庄·谈固,4-9K,裕华区点胜动漫设...,文化/体育/娱乐,0-20人,,经验不限,本科,
Java,石家庄·石家庄·万象天成,11-17K,致远互联,计算机软件,1000-9999人,已上市,3-5年,本科,年终奖、 股票期权、 交通补助、 餐补、 五险一金、 员工旅游、 定期体检、 通讯补贴、 节日福利、 免费班车、 礼金、 带薪年假
Java,石家庄·石家庄·青园,7-10K,中移集成,通信/网络设备,1000-9999人,不需要融资,经验不限,本科,交通补助、 高温补贴、 定期体检、 带薪年假、 意外险、 企业年金、 餐补、 补充医疗保险、 加班补助、 年终奖、 五险一金、 零食下午茶、 绩效奖金、 法定节假日三薪、 节假日加班费、 住房补贴、 工龄奖、 包吃、 节日福利、 通讯补贴
java开发,石家庄·石家庄·省人民医院,6-11K,中讯科技,互联网,100-499人,未融资,1-3年,本科,五险一金、 高温补贴、 节日福利、 员工旅游、 餐补、 年终奖、 加班补助、 通讯补贴、 全勤奖、 定期体检、 带薪年假、 交通补助
Java培训讲师,石家庄·石家庄·新石,7-10K,赢拓,计算机服务,100-499人,未融资,1-3年,本科,定期体检、 带薪年假、 五险一金、 跑团、 员工旅游、 节日福利
河北建行java开发工程师，建设银行总行岗位,石家庄·石家庄·万象天成,7-12K·15薪,先进数通,计算机软件,1000-9999人,已上市,1-3年,本科,通讯补贴、 定期体检、 结婚礼金、 节日福利、 五险一金、 零食下午茶、 加班补助、 带薪年假、 年终奖、 员工旅游、 餐补、 生日礼金
java web开发工程师,石家庄·石家庄·天山海世界,100-150元/天,康明斯天远（河北...,互联网,20-99人,未融资,5天/周,6个月,培训、 节日福利、 餐补、 带薪年假、 年终奖、 五险一金、 通讯补贴、 定期体检、 补充医疗保险、 员工旅游
Java初级开发工程师,石家庄·石家庄·谈固,10-11K,石家庄环安科技有...,计算机软件,20-99人,不需要融资,经验不限,本科,零食下午茶、 定期体检、 节日福利、 年终奖、 全勤奖、 五险一金
Java开发工程师,石家庄·石家庄·维明,5-6K,德生科技,计算机软件,1000-9999人,已上市,1-3年,本科,免费班车、 通讯补贴、 带薪年假、 节日福利、 交通补助、 定期体检、 年终奖、 股票期权
Java工程师,石家庄·石家庄·新石北路,7-12K·15薪,航信云享,计算机软件,100-499人,,经验不限,本科,交通补助、 节日福利、 高温补贴、 通讯补贴、 餐补、 定期体检、 补充医疗保险、 五险一金
java开发,石家庄·石家庄·维明,3-6K,蓝之韵科技,电子商务,20-99人,未融资,经验不限,大专,全勤奖、 底薪加提成
中级java开发工程师,石家庄·石家庄·体育北大街,7-12K,河北炎石,计算机软件,20-99人,,1-3年,本科,节假日加班费、 零食下午茶、 加班补助、 住房补贴、 交通补助、 餐补、 节日福利、 高温补贴、 通讯补贴、 带薪年假、 法定节假日三薪、 全勤奖、 五险一金、 保底工资、 绩效奖金
Java软件工程师,石家庄·石家庄·开发区,6-8K,河工大研究院,计算机软件,20-99人,,1-3年,本科,
Java开发工程师,石家庄·石家庄·天山海世界,7-12K·13薪,河钢数字,数据服务,1000-9999人,已上市,3-5年,本科,五险一金、 加班补助、 年终奖、 带薪年假、 节日福利、 取暖补助
java开发工程师,石家庄·石家庄·建华,6-8K·13薪,嘉豪中尧,通信/网络设备,100-499人,未融资,1-3年,大专,通讯补贴、 节日福利、 加班补助、 交通补助、 五险一金、 餐补、 员工旅游
新媒体运营+双休,石家庄·石家庄·省博物馆,4-9K,小橙科技,企业服务,0-20人,未融资,经验不限,本科,五险一金、 员工旅游、 定期体检、 全勤奖、 通讯补贴、 节日福利
法务专员-石家庄,石家庄·石家庄·勒泰中心,5-6K·14薪,仲利国际,投资/融资,1000-9999人,未融资,经验不限,本科,绩效奖金、 底薪加提成、 餐补、 交通补助、 团建聚餐、 节日福利、 员工旅游、 定期体检、 全勤奖、 零食下午茶、 五险一金、 带薪年假、 年终奖、 补充医疗保险、 保底工资、 通讯补贴
Linux运维工程师,石家庄·石家庄·万象天成,3-8K,河北华恒信,通信/网络设备,500-999人,不需要融资,经验不限,本科,法定节假日三薪、 加班补助、 包住、 交通补助
视频剪辑（可以无经验）,石家庄·石家庄·怀特,5-6K,中实培训学校,培训机构,100-499人,未融资,经验不限,大专,绩效奖金、 零食下午茶、 有无线网、 带薪年假、 生日福利、 全勤奖、 节日福利、 团建聚餐、 五险
河北技术支持工程师,石家庄·石家庄·建华,7-12K·14薪,华创视讯,计算机软件,100-499人,不需要融资,经验不限,本科,住房补贴、 带薪年假、 包吃、 餐补、 定期体检、 股票期权、 员工旅游、 年终奖、 免费班车、 五险一金、 零食下午茶、 节日福利、 通讯补贴、 加班补助
网络工程,石家庄·石家庄·建华,4-6K,华宇,信息安全,20-99人,,1-3年,大专,员工旅游、 年终奖、 节日福利、 餐补、 零食下午茶、 加班补助
电气专利工程师,石家庄·石家庄·建华,6-8K,天皓集团,专利/商标/知识产权,100-499人,不需要融资,经验不限,本科,定期体检、 员工旅游、 五险一金、 节日福利、 零食下午茶、 通讯补贴、 交通补助、 年终奖、 带薪年假
集团IT专员【呼叫中心+五险+发展】,石家庄·石家庄·开发区,4-6K,博岳通信,移动互联网,10000人以上,已上市,经验不限,大专,岗位晋升、 节日福利、 五险、 全勤奖、 员工旅游、 生日福利、 工龄工资、 带薪年假、 零食下午茶
金融实习生/应届生双休五险一金,石家庄·石家庄·谈固,5-8K,源达,证券/期货,1000-9999人,不需要融资,经验不限,大专,工龄奖、 全勤奖、 父母健康体检、 法定节假日、 加班补助、 底薪加提成、 餐补、 五险一金、 儿童关怀、 团建活动、 节日福利、 司龄奖、 提升培训
设计师助理,石家庄·石家庄·怀特,5-6K,新天第装饰,生活服务,100-499人,未融资,经验不限,大专,五险一金、 全勤奖、 员工旅游、 节日福利
Python开发工程师,石家庄·石家庄·太和电子城,3-6K,九千九河北网络科...,互联网,20-99人,未融资,1-3年,大专,包住、 带薪年假、 员工旅游、 节日福利、 免费停车、 定期体检、 食堂、 五险
PCB设计工程师,石家庄·石家庄·上庄镇,6-8K,河北科瑞达,仪器仪表/工业自动化,100-499人,已上市,1-3年,本科,五险一金、 餐补、 员工旅游、 节日福利、 加班补助
android开发工程师,石家庄·石家庄·振头,5-8K,智创软件,计算机软件,0-20人,不需要融资,经验不限,本科,
储备干部管理岗（运营 行政 人事）,石家庄·石家庄·天山海世界,4-8K,博岳通信,移动互联网,10000人以上,已上市,经验不限,本科,全勤奖、 零食下午茶、 生日福利、 工龄工资、 员工旅游、 五险、 岗位晋升、 带薪年假、 节日福利
网站运营,石家庄·石家庄·省博物馆,4-7K,泰哲科技有限公司,运营商/增值服务,0-20人,,经验不限,本科,
讲师（底薪5k+高课时费+无销售）,石家庄·石家庄·育才,7-12K,荣胜教育,培训机构,100-499人,,经验不限,本科,
电路设计,石家庄·石家庄·跃进,8-12K,建东电子,电子/半导体/集成电路,0-20人,不需要融资,经验不限,本科,有无线网、 年终奖、 底薪加提成、 零食下午茶、 保底工资
点云算法工程师,石家庄·石家庄·方北,10-15K,三维麦普,智能硬件,20-99人,不需要融资,经验不限,本科,带薪年假、 加班补助、 全勤奖、 餐补、 节日福利
给排水设计,石家庄·石家庄·,4-6K,盛通,其他服务业,20-99人,未融资,经验不限,本科,加班补助、 定期体检、 餐补、 全勤奖
嵌入式Linux软件测试工程师,石家庄·石家庄·高柱,8-13K·13薪,天津优控,汽车零部件,100-499人,A轮,1-3年,本科,年终奖、 五险一金、 员工旅游、 节日福利、 餐补、 全勤奖
3D数据标注员,石家庄·石家庄·新石北路,4-8K,迪加网络公司,互联网,20-99人,未融资,1-3年,大专,节日福利、 全勤奖、 加班补助
.NET工程师,石家庄·石家庄·,7-9K,木鸟民宿,互联网,100-499人,B轮,3-5年,大专,加班补助、 定期体检、 五险一金、 全勤奖、 股票期权、 带薪年假、 零食下午茶、 节日福利、 餐补
嵌入式软件工程师,石家庄·石家庄·开发区,8-13K,通合科技,新能源,500-999人,已上市,经验不限,本科,五险一金、 年终奖、 带薪年假、 定期体检、 股票期权、 加班补助、 免费班车、 员工旅游、 节日福利、 包吃
急招财务助理+免费住宿+4000底薪,石家庄·石家庄·万象天成,4-9K,鑫恩,电子商务,20-99人,不需要融资,经验不限,中专/中技,住房补贴、 年终奖、 带薪年假、 员工旅游、 交通补助、 有无线网、 团建聚餐、 宿舍有空调、 生日福利、 五险一金、 包住
嵌入式开发,石家庄·石家庄·长江大道,8-12K,石家庄天远科技集团,机械设备/机电/重工,500-999人,不需要融资,1-3年,大专,生日福利、 通讯补贴、 节假日福利、 节日福利、 包吃、 带薪年假、 五险
信息流优化师,石家庄·石家庄·,4-6K,沐丞,广告营销,100-499人,未融资,1年以内,大专,节日福利、 五险一金、 员工旅游
地信工程技术人员,石家庄·石家庄·红楼,5-10K,国源科技,计算机软件,1000-9999人,已上市,1-3年,本科,五险一金、 加班补助、 年终奖、 餐补、 节日福利
游戏特效,石家庄·石家庄·乐汇城,7-12K·13薪,橡果时代,游戏,20-99人,不需要融资,1年以内,大专,绩效奖金、 节日福利、 带薪年假、 全勤奖、 餐补、 保底工资、 通讯补贴、 节假日加班费、 住房补贴、 员工旅游、 五险一金、 生日福利、 法定节假日三薪、 加班补助、 交通补助、 团建聚餐、 年终奖
安卓研发工程师,石家庄·石家庄·天山海世界,6-8K,河北毫墨,其他行业,0-20人,未融资,1-3年,大专,定期体检、 五险一金、 员工旅游、 带薪年假、 年终奖、 节日福利
高薪诚聘算法工程师,石家庄·石家庄·开发区,10-15K,德润厚天,仪器仪表/工业自动化,100-499人,未融资,3-5年,本科,五险一金、 节日福利、 带薪年假、 餐补、 员工旅游、 全勤奖、 年终奖
城乡规划师,石家庄·石家庄·红旗,4-8K,河北恒华信息技术,工程施工,100-499人,未融资,1年以内,本科,通讯补贴、 员工旅游、 五险一金、 加班补助、 定期体检
双休时间自由高薪游戏主播,石家庄·石家庄·建华,4-9K,河北途游网络科技,游戏,20-99人,,经验不限,中专/中技,
记账报税会计,石家庄·石家庄·维明,4-6K,欣飞财税,财务/审计/税务,20-99人,不需要融资,1-3年,大专,节日福利、 带薪年假、 全勤奖、 年终奖、 通讯补贴、 定期体检、 交通补助
4-6k白班双休数据助理,石家庄·石家庄·红楼,4-6K,河北飞想科技有限公司,媒体,100-499人,未融资,经验不限,本科,法定节假日三薪、 夜班补助、 五险一金
工程管理储备岗（上市公司 导师带教）,石家庄·石家庄·东风,5-8K,亚厦装饰股份有限公司,工程施工,1000-9999人,已上市,在校/应届,本科,通讯补贴、 五险一金、 免费班车、 交通补助、 高温补贴、 定期体检、 项目奖金分红、 节日福利、 餐补、 年终奖、 带薪年假
建筑设计师,石家庄·石家庄·建华,4-6K,河北大成,建筑设计,100-499人,,3-5年,本科,节日福利、 餐补、 年终奖、 带薪年假、 定期体检、 全勤奖、 加班补助、 五险一金、 绩效奖金
网络维护工程师,石家庄·石家庄·天山海世界,8-13K,北京鑫全域,互联网,20-99人,未融资,1-3年,本科,员工旅游、 底薪加提成、 通讯补贴、 保底工资、 高温补贴、 五险一金、 包吃、 餐补、 加班补助
售后工程师,石家庄·石家庄·新火车站,4-6K,昊天伟业,电子/半导体/集成电路,20-99人,未融资,经验不限,中专/中技,住房补贴、 餐补、 年终奖、 五险一金、 交通补助、 免费班车
暖通工程师,石家庄·石家庄·,6-11K,河北铭威,建筑设计,100-499人,不需要融资,经验不限,本科,年终奖、 全勤奖、 通讯补贴、 交通补助、 餐补、 员工旅游、 节日福利、 五险一金、 定期体检
建筑结构设计师,石家庄·石家庄·跃进,7-8K,八方极远,建筑设计,0-20人,,3-5年,大专,
短视频摄像（五险一金+晋升明确）,石家庄·石家庄·中山东路,5-8K,汇创思拓,广告营销,500-999人,不需要融资,1年以内,大专,餐补、 员工旅游、 交通补助、 定期体检、 补充医疗保险、 五险一金、 带薪年假、 节日福利、 零食下午茶
出国留学申请翻译,石家庄·石家庄·怀特,6-11K,美加盛世,培训机构,20-99人,不需要融资,1-3年,本科,五险一金
【作业帮教育】课程运营【月入7-12k】,石家庄·石家庄·中山东路,6-11K,作业帮,互联网,10000人以上,D轮及以上,经验不限,本科,年终奖、 生日福利、 交通补助、 补充医疗保险、 包吃、 有无线网、 定期体检、 节日福利、 餐补、 带薪年假、 五险一金、 法定节假日三薪
3D建模,石家庄·石家庄·石家庄北站,6-10K,河北海识,计算机软件,0-20人,未融资,1-3年,大专,
网络安全等级保护测评师,石家庄·石家庄·,6-10K,河北翎贺,信息安全,20-99人,未融资,1-3年,本科,通讯补贴、 年终奖、 节日福利、 交通补助、 五险一金、 员工旅游、 全勤奖、 生日福利、 定期体检、 带薪年假
美编,石家庄·石家庄·中山,5-10K,爱上电视传媒有限公司,互联网,100-499人,不需要融资,1-3年,本科,带薪年假、 补充医疗保险、 年终奖、 餐补、 交通补助、 五险一金、 定期体检、 通讯补贴
PCB工程师,石家庄·石家庄·友谊南大街,6-11K·13薪,辰丁,通信/网络设备,20-99人,未融资,1-3年,本科,年终奖、 员工生日会、 节日福利、 零食下午茶、 五险一金、 带薪年假、 补充医疗保险
PLC电气工程师,石家庄·石家庄·五七,8-13K,通华电气,仪器仪表/工业自动化,20-99人,不需要融资,1-3年,大专,加班补助、 包吃、 包住
法务专员,石家庄·石家庄·水上公园,3-6K,河北厚达律师事务所,咨询,20-99人,未融资,1年以内,大专,通讯补贴、 全勤奖、 带薪年假、 交通补助、 五险一金、 员工旅游、 带薪年假、 节日福利、 零食下午茶
直播审核+双休五险不加班,石家庄·石家庄·中山东路,4-6K,河北鸿联九五,通信/网络设备,1000-9999人,不需要融资,经验不限,大专,住房补贴、 补充医疗保险、 节日福利、 零食下午茶、 加班补助、 全勤奖、 带薪年假、 员工旅游、 交通补助、 通讯补贴、 免费班车、 年终奖、 定期体检、 包吃、 餐补
短视频拍摄剪辑,石家庄·石家庄·石家庄北站,6-8K,天成嘉荣集团,互联网,100-499人,B轮,1-3年,大专,年终奖、 零食下午茶、 节日福利、 股票期权、 定期体检、 全勤奖、 五险一金、 员工旅游、 父母孝心奖、 成长奖、 餐补、 加班补助、 新人奖
