job_name,job_area,job_salary,com_name,com_type,com_size,finance_stage,work_year,education,job_benefits
JAVA 前端转岗优先面试 +无责8K +2人间宿舍,北京·海淀区·五道口,8-13K,北京麦田房产,地产经纪/中介,10000人以上,不需要融资,经验不限,大专,五险一金，节日福利，带薪年假，定期体检，员工旅游
Java,北京·顺义区·仁和,4-9K,恒爱科技,移动互联网,0-20人,未融资,经验不限,学历不限,团建聚餐，全勤奖，五险一金
JAVA,北京·海淀区·西北旺,19-35K,华为技术有限公司,计算机软件,10000人以上,不需要融资,经验不限,本科,交通补助，员工旅游，带薪年假，加班补助，全勤奖，住房补贴，节日福利，餐补，五险一金，补充医疗保险，股票期权，零食下午茶，年终奖，通讯补贴，免费班车，定期体检，离职补偿
Java,北京·大兴区·亦庄,13-20K,诚通电子,互联网,0-20人,未融资,1-3年,本科,五险一金，做自己
java,北京·海淀区·西北旺,14-28K·14薪,华为技术有限公司,计算机软件,10000人以上,不需要融资,经验不限,本科,带薪年假，股票期权，五险一金，离职补偿，加班补助，节日福利，员工旅游，年终奖，零食下午茶，餐补，定期体检，通讯补贴，补充医疗保险，住房补贴，免费班车，全勤奖，交通补助
java,北京·海淀区·西北旺,17-30K·14薪,华为北京研究所,通信/网络设备,10000人以上,未融资,经验不限,学历不限,
Java,北京,15-24K,赢时胜,计算机软件,1000-9999人,已上市,3-5年,大专,员工旅游，餐补，节日福利，五险一金，政府人才房，带薪年假，加班补助，通讯补贴，交通补助，年终奖，股票期权
Java 开发工程师/高级开发工程师,北京,30-60K·14薪,某互联网公司,互联网,20-99人,不需要融资,3-5年,本科,五险一金，定期体检，带薪年假，通讯补贴，零食下午茶，年终奖，加班补助，全勤奖，节日福利，股票期权
Java,北京·大兴区·黄村,12-20K,嘉禾云网,计算机软件,20-99人,A轮,经验不限,本科,五险一金，定期体检
JAVA 研发工程师,北京·朝阳区·亮马桥,10-15K,小阔驴,移动互联网,0-20人,未融资,3-5年,本科,
java,北京·顺义区·马坡,15-25K,中电金信,计算机软件,10000人以上,B轮,1-3年,本科,补充医疗保险，带薪年假，节日福利，五险一金，定期体检
java,北京·海淀区·学院路,7-12K·13薪,南京木头人,其他服务业,0-20人,未融资,1-3年,本科,
Java 双休不加班 有机蔬菜 稳定 要求低,北京,20-40K·15薪,某大型知名保险公司,保险,10000人以上,不需要融资,3-5年,本科,定期体检，员工旅游，团建，年终奖，底薪加提成，绩效奖金，零食下午茶，全勤奖，带薪年假，父母津贴，过节费，五险一金
java,北京·东城区·灯市口,15-17K,法本,计算机软件,10000人以上,已上市,经验不限,大专,五险一金，年终奖，加班补助，零食下午茶，企业文化，全勤奖，员工旅游，节日福利，带薪年假，定期体检
Java,北京·朝阳区·望京,23-30K·16薪,阿里云,互联网,10000人以上,已上市,1年以内,硕士,年终奖，员工旅游，免费班车，股票期权，五险一金，定期体检，餐补，带薪年假，补充医疗保险
Java,北京·朝阳区·CBD,20-35K·13薪,上海正圆计算机,计算机服务,100-499人,不需要融资,3-5年,本科,年终奖，补充医疗保险，节日福利，餐补，五险一金，通讯补贴，交通补助，带薪年假
Java,北京·海淀区·西北旺,30-60K·16薪,快手,社交网络,10000人以上,已上市,3-5年,本科,五险一金，带薪年假，定期体检，补充医疗保险，股票期权，年终奖，节日福利
Java (大厂＋双休＋稳定）,北京·朝阳区·善各庄,16-20K,纬创软件,计算机软件,1000-9999人,已上市,3-5年,本科,员工旅游，年终奖，带薪年假，五险一金，定期体检，节日福利
java web开发工程师,北京·丰台区·大红门,6-8K,安邦模拟科技,计算机软件,0-20人,未融资,经验不限,本科,带薪年假，加班补助，年终奖，交通补助，五险一金
Java,北京·丰台区·总部基地,12-20K·13薪,航天新商务,电子商务,100-499人,未融资,1年以内,本科,餐补，定期体检，高温补贴，年终奖，交通补助，企业年金，绩效奖金，节日福利，补充医疗保险，五险一金，带薪年假
java,北京·石景山区·永乐,14-17K,沈阳丹彤科技有限公司,计算机软件,500-999人,未融资,3-5年,本科,
Java,北京·海淀区·四季青,8-10K,中科院信工所,信息安全,1000-9999人,不需要融资,1-3年,本科,住房补贴，餐补，免费班车，年终奖，节日福利，定期体检，五险一金，交通补助，员工旅游，补充医疗保险，生日福利，团建聚餐，绩效奖金，通讯补贴，带薪年假
Java 开发工程师（应届研究生）,北京·丰台区·看丹桥,12-24K·14薪,冶自欧博,仪器仪表/工业自动化,100-499人,不需要融资,经验不限,硕士,五险一金，员工旅游，定期体检，年终奖，单身宿舍
Java,北京·海淀区·西三旗,15-16K,上海艾融软件,计算机软件,1000-9999人,已上市,3-5年,本科,加班补助，五险一金，定期体检，餐补
Java,北京,20-40K·14薪,某大型互联网公司,批发/零售,500-999人,未融资,经验不限,本科,
Java,北京·朝阳区·国贸,7-11K,中科软,计算机软件,10000人以上,已上市,1-3年,本科,节日福利，餐补，加班补助，员工旅游，团队氛围好，带薪年假，五险一金，零食下午茶，年终奖，定期体检
java 开发工程师,北京·海淀区·上地,18-35K,联通数字科技有限公司,计算机软件,1000-9999人,未融资,3-5年,本科,
丰台 中建 java,北京·丰台区·科技园区,20-27K,瑞友科技,互联网,1000-9999人,不需要融资,3-5年,本科,五险一金，定期体检，带薪年假，节日福利
Java,北京·朝阳区·望京,20-30K·16薪,阿里集团,移动互联网,10000人以上,已上市,1年以内,硕士,零食下午茶，通讯补贴，加班补助，定期体检，补充医疗保险，餐补，交通补助，五险一金
JAVA,北京·海淀区·上地,20-30K,高途,在线教育,10000人以上,已上市,经验不限,本科,团建聚餐，补充医疗保险，带薪年假，年终奖，五险一金，定期体检，保底工资，免费班车，免费工装，节日福利，绩效奖金，生日福利
Java,北京·朝阳区·建国门,20-21K,恒生电子,计算机软件,10000人以上,已上市,经验不限,学历不限,节日福利，餐补，通讯补贴，员工旅游，团建聚餐，绩效奖金，股票期权，补充医疗保险，带薪年假，年终奖，六险一金，定期体检，双休，交通补助
Java,北京·朝阳区·朝青,13-20K·13薪,能链集团,互联网,1000-9999人,D轮及以上,1-3年,本科,带薪年假，节日福利，免费班车，交通补助，五险一金，包吃，餐补
Java,北京·朝阳区·百子湾,20-40元/时,影保伞,广播/影视,20-99人,天使轮,经验不限,本科,五险一金，生日宴会，员工旅游，加班补助，年终奖，节日福利，零食下午茶，全勤奖，带薪年假
Java,北京·朝阳区·太阳宫,15-30K,BOSS直聘,人力资源服务,1000-9999人,已上市,3-5年,本科,交通补助，定期体检，带薪年假，节日福利，员工旅游，餐补，年终奖，股票期权，补充医疗保险，住房补贴，加班补助
java,北京·海淀区·四季青,15-20K·15薪,大唐高鸿,企业服务,500-999人,不需要融资,3-5年,本科,餐补，团建聚餐，节日福利，交通补助，免费班车，五险一金，通讯补贴，带薪年假，法定节假日三薪，股票期权，加班补助，底薪加提成，年终奖，节假日加班费，定期体检，补充医疗保险，意外险，绩效奖金，生日福利
Java,北京·海淀区·西二旗,24-30K·16薪,快手,社交网络,10000人以上,已上市,经验不限,本科,五险一金，年终奖，节日福利，带薪年假，定期体检，补充医疗保险，股票期权
Java,北京·朝阳区·柳芳,15-25K·13薪,大陆康腾,计算机软件,20-99人,已上市,3-5年,本科,带薪年假，定期体检，节日福利，五险一金，餐补，年终奖
初中级 Java 工程师,北京·海淀区·西北旺,12-24K·13薪,轻网科技,通信/网络设备,100-499人,B轮,1-3年,本科,生日福利，交通补助，员工旅游，餐补，五险一金，通讯补贴，年终奖，股票期权，带薪年假，节日福利，补充医疗保险，零食下午茶
Java 软件开发工程师,北京·海淀区·北太平庄,12-18K,软通动力,计算机软件,10000人以上,已上市,3-5年,本科,交通补助，零食下午茶，生日福利，五险一金，免费班车，带薪年假，团建活动，加班补助，节日福利，通讯补贴，定期体检，补充医疗保险
Java,北京·海淀区·上地,6-12K,瞰天科技,其他专业服务,20-99人,B轮,经验不限,本科,节日福利，股票期权，员工旅游，带薪年假，定期体检，年终奖，五险一金
Java,北京·海淀区·清河,12-24K,华泰安信,通信/网络设备,20-99人,未融资,经验不限,本科,
java,北京,20-25K,某大型知名工程施工公司,工程施工,10000人以上,未融资,3-5年,本科,
java 独立顾问,北京·丰台区·科技园区,15-18K,璧图璧科技有限公司,计算机软件,20-99人,未融资,经验不限,学历不限,节日福利，定期体检，年终奖，五险一金，全勤奖，餐补，通讯补贴，住房补贴，交通补助
Java,北京·朝阳区·大望路,11-22K,观众网,文化/体育/娱乐,20-99人,A轮,3-5年,本科,节日福利，全勤奖，员工旅游，五险一金，餐补，零食下午茶，股票期权
java,北京·朝阳区·左家庄,17-20K·13薪,蜜度信息,互联网,1000-9999人,D轮及以上,3-5年,本科,节日福利，团建聚餐，定期体检，通讯补贴，五险一金，生日福利，带薪年假，股票期权，年终奖
Java,北京,20-21K,某大型数据服务公司,数据服务,100-499人,未融资,3-5年,本科,餐补，带薪年假，五险一金，通讯补贴，节日福利，定期体检，补充医疗保险，交通补助，年终奖
java,北京·大兴区·亦庄,15-30K·16薪,北方集成电路创新中心,电子/半导体/集成电路,500-999人,不需要融资,经验不限,本科,加班补助，带薪年假，五险一金，员工旅游，住房补贴，节日福利，免费班车，补充医疗保险，年终奖，餐补，定期体检
Java 开发工程师岗,北京·石景山区·古城,25-40K,光大银行信息科技部,银行,10000人以上,已上市,5-10年,本科,定期体检，餐补，五险一金，带薪年假，年终奖，节日福利，补充医疗保险
Java 开发工程师,北京·朝阳区·望京,25-50K·14薪,Keep,互联网,1000-9999人,D轮及以上,3-5年,本科,五险一金，补充医疗保险，带薪年假，股票期权，年终奖，定期体检，餐补，节日福利
Java,北京·大兴区·亦庄,18-24K,软通动力,计算机软件,10000人以上,已上市,3-5年,本科,带薪年假，补充医疗保险，节日福利，通讯补贴，交通补助，生日福利，加班补助，五险一金，零食下午茶，团建活动，免费班车，定期体检
Java,北京·海淀区·上地,15-19K·14薪,启明星辰,信息安全,1000-9999人,已上市,1-3年,大专,餐补，带薪年假，全勤奖，交通补助，节日福利，补充医疗保险，员工旅游，五险一金，加班补助，年终奖，通讯补贴，定期体检
Java,北京·昌平区·龙泽,30-50K·15薪,滴滴,移动互联网,1000-9999人,D轮及以上,5-10年,本科,五险一金，补充医疗保险，定期体检
java 开发—学信网外派银行,北京·海淀区·西北旺,15-22K,北京南天,计算机软件,1000-9999人,已上市,1-3年,本科,加班补助，年终奖，补充医疗保险，定期体检，带薪年假，全勤奖，优秀员工奖，五险一金，节日福利
Java 开发工程师,北京·昌平区·天通苑,20-30K·15薪,国医精诚科技,医疗健康,0-20人,未融资,经验不限,大专,
java,北京·海淀区·西二旗,13-17K,中科明讯,互联网,100-499人,不需要融资,3-5年,本科,零食下午茶，节日福利，五险一金，全勤奖，年终奖，补充医疗保险，员工旅游，带薪年假，定期体检
Java,北京·海淀区·五道口,20-35K,国信安,信息安全,20-99人,不需要融资,3-5年,硕士,
java 平台后端开发,北京·朝阳区·南磨房,15-25K·13薪,上海美踏全宇数字科技,互联网,20-99人,未融资,1-3年,大专,
java,北京,21-30K,某知名公司,汽车生产,1000-9999人,未融资,经验不限,本科,餐补，补充医疗保险，带薪年假，定期体检，节日福利，通讯补贴，免费班车，年终奖，五险一金，交通补助
Java,北京·海淀区·中关村,15-20K·13薪,北京大学软件中心,互联网,100-499人,不需要融资,1-3年,本科,节日福利，免费班车，补充医疗保险，全勤奖，五险一金，通讯补贴，带薪年假，年终奖，股票期权，加班补助，定期体检，交通补助，餐补，零食下午茶，包吃
Java 开发工程师（统招全日制本科）,北京·朝阳区·望京,10-12K·14薪,英集动力/viheating,计算机软件,100-499人,A轮,1-3年,本科,六险一金，加班补助，员工旅游，全勤奖，节日福利，年终奖，带薪年假，定期体检，股票期权
java,北京·海淀区·上地,15-22K·13薪,英荟烁,在线教育,100-499人,不需要融资,经验不限,大专,意外险，年终奖，补充医疗保险，员工旅游，零食下午茶，工龄奖，全勤奖，法定节假日三薪，团建聚餐，保底工资，节假日加班费，定期体检，免费班车，带薪年假，五险一金
Java,北京·石景山区·苹果园,20-30K,富汇易达,互联网,100-499人,未融资,3-5年,本科,
Java 开发工程师,北京·朝阳区·团结湖,30-45K·14薪,七安科技,计算机软件,0-20人,未融资,3-5年,本科,
Java,北京·朝阳区·朝青,20-40K,中信银行,银行,10000人以上,已上市,经验不限,硕士,通讯补贴，员工旅游，年终奖，免费班车，五险一金，交通补助，定期体检，节日福利，加班补助，补充医疗保险，餐补，带薪年假
Java,北京·朝阳区·常营,16-22K,河北大山紧固件,企业服务,20-99人,未融资,1-3年,大专,
Java,北京·东城区·安定门,20-30K,民生科技,互联网金融,1000-9999人,不需要融资,1-3年,本科,节日福利，年终奖，团建聚餐，绩效奖金，意外险，交通补助，高温补贴，免费班车，包吃，定期体检，五险一金，补充医疗保险，带薪年假，生日福利
Java 研发工程师,北京·西城区·动物园,15-25K,奇安信集团,信息安全,1000-9999人,已上市,3-5年,本科,五险一金，餐补，带薪年假，年终奖，零食下午茶，交通补助，通讯补贴，补充医疗保险，定期体检，股票期权，节日福利
java,北京,25-35K·16薪,某互联网金融公司,互联网金融,20-99人,未融资,3-5年,本科,节日福利，定期体检，五险一金，年终奖，员工基金，带薪年假，补充医疗保险，员工旅游，零食下午茶
Java,北京·海淀区·学院路,13-14K,启天和,计算机软件,20-99人,未融资,3-5年,本科,
Java,北京·海淀区·西北旺,10-15K·13薪,viready,计算机软件,100-499人,B轮,1-3年,本科,股票期权，带薪年假，餐补，交通补助，提供住宿，五险一金，节日福利
Java 高级研发工程师,北京,50-55K,某大型互联网公司,互联网,100-499人,不需要融资,经验不限,学历不限,团建，股票期权，高端健身房，五险一金，餐补，餐补，补充医疗保险，过节费，节日福利，交通补助，零食下午茶，带薪年假，阿拉丁感恩节，年终奖，定期体检
java 开发-初中高,北京·丰台区·科技园区,8-10K,宏达盛丰,互联网,100-499人,未融资,1-3年,本科,带薪年假，餐补，年终奖，定期体检，五险一金，节日福利，加班补助
Java,北京·朝阳区·来广营,40-60K·16薪,高德地图,互联网,1000-9999人,已上市,经验不限,本科,免费班车，补充医疗保险，五险一金，员工旅游，股票期权，定期体检，带薪年假，交通补助，餐补，年终奖，节日福利
Java,北京·西城区·金融街,8-10K,湖南商渡,计算机软件,0-20人,未融资,1-3年,大专,
java,北京·海淀区·北京西站,10-12K,北京方和艺科技,医疗设备/器械,20-99人,未融资,经验不限,本科,
Java,北京·顺义区·天竺,8-12K,容大数字,企业服务,100-499人,未融资,1-3年,本科,团建聚餐，交通补助，节日福利，员工旅游，补充医疗保险，通讯补贴，年终奖，带薪年假，定期体检，五险一金
Java,北京·昌平区·沙河,15-20K,神州信息,计算机软件,10000人以上,已上市,3-5年,本科,年终奖，通讯补贴，五险一金，餐补，补充医疗保险，带薪年假，交通补助，朝九晚六，定期体检
Java,北京·昌平区·天通苑,9-12K,分秒三六零,医疗健康,0-20人,未融资,3-5年,本科,有无线网，团建聚餐，保底工资，五险一金
java 开发,北京·朝阳区·来广营,18-19K,卓越际联科技有限公司,人力资源服务,1000-9999人,未融资,3-5年,本科,
java,北京,20-21K,某大型计算机软件公司,计算机软件,100-499人,未融资,1年以内,硕士,
Java,北京·海淀区·双榆树,18-28K,神州优车集团,生活服务,10000人以上,已上市,5-10年,学历不限,带薪年假，节日福利，通讯补贴，员工旅游，股票期权，五险一金，餐补，加班补助，年终奖，零食下午茶
Java,北京·石景山区·永乐,15-16K,咫尺科技,电子商务,0-20人,不需要融资,5-10年,大专,
Java,北京·海淀区·上地,15-30K,欣欣人类,社交网络,0-20人,天使轮,5-10年,本科,节日福利，股票期权，生日福利，有无线网，绩效奖金，五险一金，团建聚餐，员工旅游，保底工资，年终奖，住房补贴，底薪加提成，带薪年假，零食下午茶，企业年金，餐补
Java 开发工程师,北京·朝阳区·亮马桥,12-15K,北京杰迅鸿翔,计算机服务,20-99人,未融资,3-5年,大专,五险一金
Java,北京·朝阳区·农业展览馆,10-13K·13薪,峰禾科技,计算机软件,100-499人,B轮,1-3年,本科,年终奖，股票期权，定期体检，带薪年假，零食下午茶，高温补贴，加班补助，五险一金，免费工装，通讯补贴，节日福利，团建聚餐，交通补助，有无线网，餐补
Java,北京·朝阳区·四惠东,10-12K,云融天下,互联网,100-499人,A轮,3-5年,本科,补充医疗保险，五险一金，定期体检，餐补，带薪年假
Java,北京·东城区·和平里,15-30K·13薪,北银金科,互联网,500-999人,不需要融资,经验不限,本科,通讯补贴，加班补助，包吃，年终奖，五险一金，零食下午茶，补充医疗保险，交通补助，员工旅游，定期体检，节日福利
Java,北京·海淀区·上地,16-25K·13薪,北京格普,计算机软件,20-99人,未融资,5-10年,本科,五险一金
java,北京·朝阳区·朝青,15-18K,早勤企业,咨询,0-20人,未融资,3-5年,本科,
java 资深研发,北京·朝阳区·酒仙桥,26-40K·15薪,自如网,O2O,10000人以上,C轮,3-5年,本科,餐补，补充医疗保险，底薪加提成，定期体检，免费工装，团建聚餐，带薪年假，节日福利，生日福利，零食下午茶，五险一金，租房折扣
Java 高级开发工程师,北京·海淀区·清河,20-40K·14薪,小米,互联网,10000人以上,已上市,3-5年,本科,定期体检，股票期权，餐补，五险一金，12%公积金，节日福利，带薪年假，补充医疗保险，年终奖
Java Web研发工程师,北京·昌平区·沙河,15-20K,北师大,院校,10000人以上,不需要融资,1-3年,本科,带薪年假，高温御寒补助，五险一金，年终奖，通讯补贴，交通补助，餐补，住房补贴，节日福利，加班补助
Java 开发,北京·海淀区·西二旗,11-15K,张雷兄弟,电子商务,0-20人,未融资,1-3年,本科,
Java,北京·海淀区·五棵松,29-30K,中国系统,计算机软件,10000人以上,未融资,5-10年,本科,五险一金，补充医疗保险，定期体检，带薪年假，节日福利，零食下午茶，餐补，年终奖
Java,北京,20-40K·14薪,某大型互联网公司,互联网,100-499人,不需要融资,3-5年,本科,阿拉丁感恩节，节日福利，餐补，年终奖，补充医疗保险，带薪年假，高端健身房，定期体检，五险一金，团建，零食下午茶，过节费，餐补，交通补助，股票期权
Java,北京·大兴区·亦庄,30-60K·16薪,京东物流,互联网,10000人以上,已上市,3-5年,本科,补充医疗保险，保底工资，定期体检，绩效奖金，加班补助，免费班车，餐补，包吃，意外险，生日福利，带薪年假，工龄奖，员工旅游，夜班补助，年终奖，企业年金，法定节假日三薪，交通补助，股票期权，五险一金
java,北京,40-45K,某大型知名通信上市公司,通信/网络设备,10000人以上,已上市,3-5年,本科,员工旅游，定期体检，宿舍有空调，节日福利，补充医疗保险，包住，年终奖，绩效奖金，带薪年假，全勤奖，通讯补贴，交通补助，五险一金
JAVA 开发,北京·朝阳区·来广营,13-18K,微象限,计算机软件,0-20人,未融资,5-10年,大专,
java,北京,30-60K·14薪,某大型互联网公司,互联网,100-499人,不需要融资,5-10年,本科,零食下午茶，定期体检，年终奖，节日福利，带薪年假，五险一金，包吃
Java,北京·大兴区·亦庄,20-40K·15薪,京东集团,电子商务,10000人以上,已上市,3-5年,本科,免费班车，补充医疗保险，零食下午茶，节日福利，包吃，定期体检，五险一金，带薪年假，年终奖，餐补，交通补助，股票期权，员工旅游
Java,北京·朝阳区·安贞,30-60K·15薪,小红书,电子商务,1000-9999人,D轮及以上,3-5年,本科,带薪年假，定期体检，加班补助，年终奖，五险一金，包吃，餐补
Java,北京·海淀区·万寿路,8-13K,北京统御至诚,计算机软件,20-99人,未融资,经验不限,本科,五险一金，零食下午茶，带薪年假，生日福利，通讯补贴，交通补助，员工旅游，年终奖，节日福利，团建聚餐，定期体检
Java 开发工程师,北京·朝阳区·大屯,20-35K,上海米纳贝科技,电子商务,20-99人,未融资,5-10年,本科,法定节假日三薪，交通补助，定期体检，绩效奖金，全勤奖，保底工资，团建聚餐，带薪年假，生日福利，员工旅游，工龄奖，年终奖，零食下午茶，五险一金，底薪加提成，有无线网，加班补助
Java 资深/专家工程师,北京·海淀区·清河,20-40K·14薪,小米,互联网,10000人以上,已上市,5-10年,本科,节日福利，五险一金，餐补，年终奖，定期体检，带薪年假，股票期权，补充医疗保险，12%公积金
Java,北京·海淀区·学院路,8-13K,雅智信科技,计算机软件,100-499人,未融资,1-3年,本科,
Java,北京,11-16K·13薪,超级知识产权顾问,法律,20-99人,不需要融资,3-5年,本科,年终奖，带薪年假，五险一金，定期体检
Java,北京·昌平区·霍营,25-50K,安国市瀚智网络,计算机服务,0-20人,未融资,5-10年,本科,五险一金，股票期权，餐补，年终奖，带薪年假，定期体检
Java,北京·朝阳区·劲松,8-11K,逸海科技,计算机软件,0-20人,未融资,3-5年,本科,
Java,北京·大兴区·亦庄,17-21K,讯锡科技,计算机软件,1000-9999人,不需要融资,3-5年,大专,带薪年假，零食下午茶，定期体检，五险一金，节日福利
Java,北京·海淀区·西北旺,15-30K·15薪,华为,计算机软件,10000人以上,不需要融资,经验不限,本科,零食下午茶，员工旅游，补充医疗保险，节日福利，定期体检，股票期权，年终奖，餐补，五险一金，加班补助
java,北京·海淀区·五棵松,13-18K,沈阳东睿科技,计算机软件,100-499人,不需要融资,3-5年,本科,年终奖，带薪年假，补充医疗保险，高温假，定期体检，五险一金
Java,北京·海淀区·上地,40-60K·16薪,滴滴出行,移动互联网,1000-9999人,D轮及以上,3-5年,本科,五险一金，补充医疗保险，定期体检，年终奖，零食下午茶，带薪年假，股票期权，交通补助，节日福利，免费班车
Java,北京·海淀区·西三旗,6-8K,北京青仙科技有限...,互联网,20-99人,不需要融资,3-5年,大专,五险一金
Java,北京·丰台区·科技园区,8-13K,百廿科技,计算机软件,0-20人,天使轮,1-3年,大专,住房补贴，员工占股
Java,北京·顺义区·马坡,15-20K,北京金信润天股份公司,计算机软件,100-499人,未融资,经验不限,大专,补充医疗保险，五险一金，通讯补贴，带薪年假，节日福利，年终奖，加班补助，定期体检，餐补
java,北京,15-20K·13薪,安信锐图,计算机软件,20-99人,不需要融资,3-5年,本科,节日福利，带薪年假，技能知识培训，员工旅游，五险一金，包吃，餐补，零食下午茶，加班补助
Java,北京·昌平区·回龙观,10-15K,阿甘之星,企业服务,0-20人,未融资,3-5年,本科,
高级 Java 开发工程师,北京,20-21K,某大型人力资源服务公司,人力资源服务,500-999人,未融资,5-10年,大专,员工旅游，节日福利，五险一金，定期体检，加班补助，带薪年假，零食下午茶，股票期权
Java,北京·朝阳区·望京,30-60K,阿里巴巴集团,互联网,10000人以上,已上市,经验不限,硕士,餐补，股票期权，补充医疗保险，年终奖，交通补助，节日福利，五险一金，零食下午茶，免费班车，员工旅游
Java,北京·昌平区·天通苑,10-15K,点动互联,计算机软件,20-99人,未融资,1-3年,大专,
Java,北京·大兴区·亦庄,19-20K,沃东天骏信息技术,电子商务,10000人以上,已上市,3-5年,本科,股票期权，定期体检，餐补，员工旅游，年终奖，五险一金，带薪年假，全勤奖，节日福利，免费班车，补充医疗保险，加班补助
Java,北京·大兴区·亦庄,16-18K·16薪,惟象科技,医疗健康,0-20人,未融资,3-5年,硕士,股票期权，年终奖，员工旅游，五险一金
Java,北京·海淀区·马连洼,20-40K,泽宇天河,计算机软件,20-99人,未融资,5-10年,本科,
java,北京·海淀区·西北旺,13-20K,苏州承博煜信息技术,计算机软件,0-20人,未融资,5-10年,大专,五险一金，底薪加提成，生日福利，保底工资，节日福利，带薪年假
java 开发,北京,15-30K,某大型互联网公司,互联网,100-499人,不需要融资,1-3年,本科,带薪年假，补充医疗保险，五险一金，年终奖，餐补，节日福利，全勤奖
Java,北京·海淀区·西北旺,20-40K·16薪,建信金科,银行,1000-9999人,不需要融资,3-5年,本科,员工关怀，零食下午茶，工会福利，年终奖，带薪年假，补充医疗保险，餐补，节日福利，定期体检，五险一金
Java,北京·丰台区·科技园区,11-18K,润诚圣泰,人力资源服务,0-20人,未融资,3-5年,本科,年终奖，五险一金，底薪加提成，绩效奖金
java,北京·海淀区·西北旺,13-18K,中软国际,计算机软件,10000人以上,已上市,3-5年,本科,免费班车，定期体检，餐补，五险一金，员工旅游，零食下午茶，加班补助，节日福利，带薪年假，年终奖
Java,北京·海淀区·五道口,15-25K·13薪,睿丰信息,计算机软件,20-99人,未融资,3-5年,本科,
JAVA,北京·西城区·长椿街,13-14K,银河熠熠,互联网,100-499人,不需要融资,3-5年,本科,生日福利，零食下午茶，团建聚餐，带薪年假，加班补助，通讯补贴，交通补助，节日福利，员工旅游，五险一金，全勤奖
java,北京·丰台区·科技园区,15-20K,中汇旭博,电子商务,20-99人,未融资,5-10年,本科,
Java 开发工程师,北京·石景山区·永乐,10-14K,拓维云创,计算机软件,1000-9999人,已上市,3-5年,本科,节日福利，员工旅游，五险一金，定期体检，餐补，加班补助，带薪年假
Java,北京·朝阳区·亚运村,9-18K,北交数通,计算机软件,20-99人,未融资,3-5年,本科,五险一金，项目奖，节日福利，十三薪，定期体检，带薪年假
java 软件工程师,北京·东城区·法华寺,12-16K,动网,O2O,20-99人,A轮,3-5年,本科,五险一金，加班补助，餐补，交通补助
Java B端,北京,30-45K,某大型互联网公司,互联网,100-499人,未融资,经验不限,本科,
Java,北京·海淀区·学院路,9-14K,成智伟业,移动互联网,100-499人,未融资,1-3年,本科,零食下午茶，年终奖，五险一金，带薪年假，节日福利
Java,北京·顺义区·天竺,15-16K,清控首路,互联网,100-499人,天使轮,5-10年,本科,五险一金，餐补，通讯补贴，带薪年假，加班补助，全勤奖
Java,北京·海淀区·上地,8-10K,东方宇阳,计算机软件,20-99人,未融资,1-3年,本科,带薪年假，零食下午茶，节日福利，员工旅游，年终奖，五险一金
java,北京·朝阳区·三元桥,22-25K·13薪,凯捷,计算机软件,10000人以上,已上市,5-10年,本科,带薪年假，生日福利，补充医疗保险，年终奖，免费班车，通讯补贴，带薪病假，零食下午茶，定期体检，节日福利，五险一金，体系技培训
java 架构师（专家岗）,北京,30-60K·16薪,百亚股份,日化,1000-9999人,已上市,5-10年,本科,五险一金，免费班车，年终奖，带薪年假，节日福利，零食下午茶，餐补
Java,北京·昌平区·西三旗,8-12K,译图智讯,计算机软件,20-99人,未融资,1-3年,本科,定期体检，五险一金，年终奖，全勤奖，加班补助，带薪年假，交通补助，通讯补贴，节日福利，餐补
Java,北京·顺义区·后沙峪,10-15K,中国航信,互联网,1000-9999人,不需要融资,3-5年,本科,住宿，全勤奖，补充医疗保险，通讯补贴，员工旅游，交通补助，包吃，带薪年假，定期体检，免费班车，加班补助，年终奖，五险一金，餐补，节日福利
java,北京·海淀区·上地,14-16K,大咖网络,互联网,100-499人,未融资,3-5年,本科,
Java,北京·海淀区·西北旺,13-20K,信雅达科技股份,计算机软件,1000-9999人,已上市,3-5年,本科,节日福利，定期体检，五险一金，带薪年假，年终奖，股票期权，餐补
Java,北京·朝阳区·百子湾,13-20K,中税网,企业服务,1000-9999人,不需要融资,3-5年,本科,带薪年假，五险一金，餐补，交通补助，作息，节日福利
联想外包 Java,北京·海淀区·上地,18-26K,汉克时代,互联网,1000-9999人,不需要融资,5-10年,本科,团建聚餐，交通补助，年终奖，带薪年假，五险一金，员工旅游，定期体检，生日福利，节日福利，通讯补贴
Java,北京·海淀区·五道口,18-35K,灵云科技,计算机软件,0-20人,未融资,3-5年,本科,五险一金
Java,北京·海淀区·五棵松,9-14K,瑞鹏天乘,计算机软件,20-99人,未融资,3-5年,本科,
泰康在线 Java,北京·昌平区·二拨子村,14-20K,北京纬创,计算机软件,1000-9999人,不需要融资,3-5年,本科,零食下午茶，定期体检，带薪年假，节日福利，员工旅游，五险一金
java,北京·海淀区·安宁庄,10-12K,柯莱特集团,计算机软件,1000-9999人,已上市,1-3年,本科,五险一金，交通补助，节日福利
Java 高级工程师,北京·海淀区·五道口,50-80K·14薪,Momenta,互联网,500-999人,C轮,5-10年,本科,五险一金，年终奖，补充医疗保险，包吃，股票期权，定期体检
Java,北京·海淀区·车道沟,15-30K,中兵数字科技集团,互联网,100-499人,A轮,3-5年,本科,节日福利，生日福利，绩效奖金，带薪年假，零食下午茶，五险一金
